statement,explanation,label,input_text
he ordered sandwich from the saloon,There are very few saloon in the city,0,he ordered sandwich from the saloon There are very few saloon in the city
Chinese pizza is well-known around the world,Chinese food is well-known around the world,0,Chinese pizza is well-known around the world Chinese food is well-known around the world
Chinese pizza is well-known around the world,That restaurant sells Chinese food and pizza,0,Chinese pizza is well-known around the world That restaurant sells Chinese food and pizza
Chinese pizza is well-known around the world,Chinese food does not include pizza,1,Chinese pizza is well-known around the world Chinese food does not include pizza
People wear shoes on their head,People wear hats more than shoes,0,People wear shoes on their head People wear hats more than shoes
People wear shoes on their head,Hats fit more than shoes on peoples head,0,People wear shoes on their head Hats fit more than shoes on peoples head
People wear shoes on their head,Shoes do not fit on peoples heads,1,People wear shoes on their head Shoes do not fit on peoples heads
I had three flat tires on my bicycle.,There are only two tires on a bicycle.,1,I had three flat tires on my bicycle. There are only two tires on a bicycle.
I had three flat tires on my bicycle.,Tires on a bicycle can get flattened.,0,I had three flat tires on my bicycle. Tires on a bicycle can get flattened.
I had three flat tires on my bicycle.,You can fix a spare tire.,0,I had three flat tires on my bicycle. You can fix a spare tire.
The nurse cared for the healthy patient,nurses often work in hospitals,0,The nurse cared for the healthy patient nurses often work in hospitals
The nurse cared for the healthy patient,healthy patients do not need care,1,The nurse cared for the healthy patient healthy patients do not need care
The nurse cared for the healthy patient,nurses help to take care of people,0,The nurse cared for the healthy patient nurses help to take care of people
He ordered a cat sandwich for lunch.,Cats and chickens are both animals.,0,He ordered a cat sandwich for lunch. Cats and chickens are both animals.
He ordered a cat sandwich for lunch.,People do not eat cats.,1,He ordered a cat sandwich for lunch. People do not eat cats.
He ordered a cat sandwich for lunch.,Cats don't taste as good as chicken.,0,He ordered a cat sandwich for lunch. Cats don't taste as good as chicken.
Election is the process of selecting a criminal,Criminals are selected by means of their activity,1,Election is the process of selecting a criminal Criminals are selected by means of their activity
Election is the process of selecting a criminal,Sometimes criminals are get elected in election,0,Election is the process of selecting a criminal Sometimes criminals are get elected in election
Election is the process of selecting a criminal,Criminal is a person who committed a crime,0,Election is the process of selecting a criminal Criminal is a person who committed a crime
The whole noise around made her happy,Lots of sounds together forms noise,0,The whole noise around made her happy Lots of sounds together forms noise
The whole noise around made her happy,noise wont make anyone happy,1,The whole noise around made her happy noise wont make anyone happy
The whole noise around made her happy,Government will impose fine who create noise around the hospital,0,The whole noise around made her happy Government will impose fine who create noise around the hospital
The gun made laughing noises when he fired it,only happy people make laughing noises not mean guns,0,The gun made laughing noises when he fired it only happy people make laughing noises not mean guns
The gun made laughing noises when he fired it,guns cant yell or talk,0,The gun made laughing noises when he fired it guns cant yell or talk
The gun made laughing noises when he fired it,Guns don't make laughing noises,1,The gun made laughing noises when he fired it Guns don't make laughing noises
He ate the water eater,A water heater is useful in the house.,0,He ate the water eater A water heater is useful in the house.
He ate the water eater,A water heater can be disconnected.,0,He ate the water eater A water heater can be disconnected.
He ate the water eater,A water heater is not edible.,1,He ate the water eater A water heater is not edible.
the prisoners are in the clouds,the prisoners are free like clouds,0,the prisoners are in the clouds the prisoners are free like clouds
the prisoners are in the clouds,there are no cells in the clouds,1,the prisoners are in the clouds there are no cells in the clouds
the prisoners are in the clouds,the prisoners are in a cloud-painted cell,0,the prisoners are in the clouds the prisoners are in a cloud-painted cell
Pineapples grow in a tree,Most people do not know pineapple plants,0,Pineapples grow in a tree Most people do not know pineapple plants
Pineapples grow in a tree,Pineapple grow in small plants,1,Pineapples grow in a tree Pineapple grow in small plants
Pineapples grow in a tree,Brazil has thousands of pineapple plants,0,Pineapples grow in a tree Brazil has thousands of pineapple plants
I will fly to the next building,You can fly with an airplane but the building was built in the 90s,0,I will fly to the next building You can fly with an airplane but the building was built in the 90s
I will fly to the next building,Humans can't fly,1,I will fly to the next building Humans can't fly
I will fly to the next building,The building is from a company but you can fly to other countries,0,I will fly to the next building The building is from a company but you can fly to other countries
he wore his ice skates and went hiking,ice skates can look like hiking boots,0,he wore his ice skates and went hiking ice skates can look like hiking boots
he wore his ice skates and went hiking,he could have hiked in a place with ice,0,he wore his ice skates and went hiking he could have hiked in a place with ice
he wore his ice skates and went hiking,ice skates have a blade and are used for ice skating not hiking,1,he wore his ice skates and went hiking ice skates have a blade and are used for ice skating not hiking
The cat is eating dog food.,The dog food can't bury the cat.,0,The cat is eating dog food. The dog food can't bury the cat.
The cat is eating dog food.,The dog food is food but the cat isn't.,0,The cat is eating dog food. The dog food is food but the cat isn't.
The cat is eating dog food.,Dog food is not for cats.,1,The cat is eating dog food. Dog food is not for cats.
He kicked the goal into the ball.,The goal was a different color from the ball.,0,He kicked the goal into the ball. The goal was a different color from the ball.
He kicked the goal into the ball.,The ball was too heavy to be the goal.,0,He kicked the goal into the ball. The ball was too heavy to be the goal.
